"doi","publisher","container_1","publicationYear","language","ris","bibtex","citeproc","schemaOrg","resourceType","resourceTypeGeneral","version","url","contentUrl","metadataVersion","schemaVersion","source","isActive","state","reason","viewCount","downloadCount","referenceCount","citationCount","partCount","partOfCount","versionCount","versionOfCount","created","registered","published","updated","data_id","data_type","container_type","container_title","container_volume","container_firstPage","container_identifier","container_identifierType","container_lastPage","container_issue"
"10.7910/dvn/me2w6u/fgfn6a","Harvard Dataverse",NA,2018,NA,"DATA","misc","dataset","Dataset",NA,"Dataset",NA,"https://dataverse.harvard.edu/file.xhtml?persistentId=doi:10.7910/DVN/ME2W6U/FGFN6A",NA,0,"http://datacite.org/schema/kernel-3","mds",TRUE,"findable",NA,0,0,0,0,0,1,0,0,"2018-12-18T09:54:54.000Z","2018-12-18T10:25:09.000Z","2018","2020-07-15T21:31:36.000Z","gdcc.harvard-dv","clients","DataRepository",NA,NA,NA,"doi:10.7910/DVN/ME2W6U","DOI",NA,NA
"10.7910/dvn/me2w6u/vopift","Harvard Dataverse",NA,2018,NA,"DATA","misc","dataset","Dataset",NA,"Dataset",NA,"https://dataverse.harvard.edu/file.xhtml?persistentId=doi:10.7910/DVN/ME2W6U/VOPIFT",NA,0,"http://datacite.org/schema/kernel-3","mds",TRUE,"findable",NA,0,0,0,0,0,1,0,0,"2018-12-18T09:55:45.000Z","2018-12-18T10:25:09.000Z","2018","2020-07-15T21:31:36.000Z","gdcc.harvard-dv","clients","DataRepository",NA,NA,NA,"doi:10.7910/DVN/ME2W6U","DOI",NA,NA
"10.7910/dvn/me2w6u/hje0j2","Harvard Dataverse",NA,2018,NA,"DATA","misc","dataset","Dataset",NA,"Dataset",NA,"https://dataverse.harvard.edu/file.xhtml?persistentId=doi:10.7910/DVN/ME2W6U/HJE0J2",NA,0,"http://datacite.org/schema/kernel-3","mds",TRUE,"findable",NA,0,0,0,0,0,1,0,0,"2018-12-18T09:57:48.000Z","2018-12-18T10:25:07.000Z","2018","2020-07-15T21:31:36.000Z","gdcc.harvard-dv","clients","DataRepository",NA,NA,NA,"doi:10.7910/DVN/ME2W6U","DOI",NA,NA
"10.7910/dvn/me2w6u/xubdf4","Harvard Dataverse",NA,2018,NA,"DATA","misc","dataset","Dataset",NA,"Dataset",NA,"https://dataverse.harvard.edu/file.xhtml?persistentId=doi:10.7910/DVN/ME2W6U/XUBDF4",NA,0,"http://datacite.org/schema/kernel-3","mds",TRUE,"findable",NA,0,0,0,0,0,1,0,0,"2018-12-18T09:58:04.000Z","2018-12-18T10:25:07.000Z","2018","2020-07-15T21:31:36.000Z","gdcc.harvard-dv","clients","DataRepository",NA,NA,NA,"doi:10.7910/DVN/ME2W6U","DOI",NA,NA
"10.7910/dvn/me2w6u/vetbc1","Harvard Dataverse",NA,2018,NA,"DATA","misc","dataset","Dataset",NA,"Dataset",NA,"https://dataverse.harvard.edu/file.xhtml?persistentId=doi:10.7910/DVN/ME2W6U/VETBC1",NA,0,"http://datacite.org/schema/kernel-3","mds",TRUE,"findable",NA,0,0,0,0,0,1,0,0,"2018-12-20T18:44:02.000Z","2018-12-20T18:44:04.000Z","2018","2020-07-15T21:47:33.000Z","gdcc.harvard-dv","clients","DataRepository",NA,NA,NA,"doi:10.7910/DVN/ME2W6U","DOI",NA,NA
"10.5061/dryad.55nk147","Dryad",NA,2018,"en","DATA","misc","dataset","Dataset","dataset","Dataset","1","http://datadryad.org/stash/dataset/doi:10.5061/dryad.55nk147",NA,9,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,107,18,1,1,1,0,0,0,"2018-12-21T01:10:47Z","2018-12-21T01:12:39Z",NA,"2021-11-05T23:54:54Z","dryad.dryad","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.5281/zenodo.2508401","Zenodo",NA,2018,NA,"DATA","misc","dataset","Dataset",NA,"Dataset",NA,"https://zenodo.org/record/2508401",NA,0,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,0,0,0,0,0,1,"2018-12-22T17:52:09.000Z","2018-12-22T17:52:10.000Z","2018","2020-07-15T22:08:23.000Z","cern.zenodo","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.5281/zenodo.2525438","Zenodo",NA,2018,NA,"COMP","misc","article","SoftwareSourceCode",NA,"Software",NA,"https://zenodo.org/record/2525438",NA,0,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2018-12-24T02:59:48.000Z","2018-12-24T02:59:51.000Z","2018","2020-07-15T22:09:21.000Z","cern.zenodo","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.5281/zenodo.2525437","Zenodo",NA,2020,NA,"COMP","misc","article","SoftwareSourceCode",NA,"Software","v0.2.0","https://zenodo.org/record/2525437",NA,3,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,1,0,0,0,2,0,"2018-12-24T02:59:49.000Z","2018-12-24T02:59:51.000Z","2020","2020-06-15T15:25:52.000Z","cern.zenodo","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.5281/zenodo.2525455","Zenodo",NA,2021,NA,"COMP","misc","article","SoftwareSourceCode",NA,"Software","v0.1.1","https://zenodo.org/record/2525455",NA,1,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2018-12-24T03:57:10Z","2018-12-24T03:57:11Z",NA,"2021-11-03T19:15:55Z","cern.zenodo","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.5281/zenodo.2525458","Zenodo",NA,2018,NA,"COMP","misc","article","SoftwareSourceCode",NA,"Software",NA,"https://zenodo.org/record/2525458",NA,0,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,1,0,0,0,0,1,"2018-12-24T03:58:07.000Z","2018-12-24T03:58:08.000Z","2018","2020-07-15T22:09:22.000Z","cern.zenodo","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.5281/zenodo.2525457","Zenodo",NA,2018,NA,"COMP","misc","article","SoftwareSourceCode",NA,"Software",NA,"https://zenodo.org/record/2525457",NA,0,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,1,0,0,0,1,0,"2018-12-24T03:58:08.000Z","2018-12-24T03:58:09.000Z","2018","2020-07-15T22:09:22.000Z","cern.zenodo","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.5281/zenodo.2525463","Zenodo",NA,2018,NA,"COMP","misc","article","SoftwareSourceCode",NA,"Software",NA,"https://zenodo.org/record/2525463",NA,0,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,1,0,0,0,0,1,"2018-12-24T04:22:34.000Z","2018-12-24T04:22:35.000Z","2018","2020-07-15T22:09:22.000Z","cern.zenodo","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.5281/zenodo.2525462","Zenodo",NA,2018,NA,"COMP","misc","article","SoftwareSourceCode",NA,"Software",NA,"https://zenodo.org/record/2525462",NA,0,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,1,0,0,0,1,0,"2018-12-24T04:22:35.000Z","2018-12-24T04:22:37.000Z","2018","2020-07-15T22:09:22.000Z","cern.zenodo","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.5281/zenodo.2525467","Zenodo",NA,2018,NA,"COMP","misc","article","SoftwareSourceCode",NA,"Software",NA,"https://zenodo.org/record/2525467",NA,0,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,1,0,0,0,0,1,"2018-12-24T04:26:14.000Z","2018-12-24T04:26:15.000Z","2018","2020-07-15T22:09:22.000Z","cern.zenodo","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.5281/zenodo.2525466","Zenodo",NA,2018,NA,"COMP","misc","article","SoftwareSourceCode",NA,"Software",NA,"https://zenodo.org/record/2525466",NA,0,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,1,0,0,0,1,0,"2018-12-24T04:26:16.000Z","2018-12-24T04:26:17.000Z","2018","2020-07-15T22:09:22.000Z","cern.zenodo","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.5281/zenodo.2525465","Zenodo",NA,2018,NA,"COMP","misc","article","SoftwareSourceCode",NA,"Software",NA,"https://zenodo.org/record/2525465",NA,0,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,1,0,1,0,0,0,0,1,"2018-12-24T04:26:29.000Z","2018-12-24T04:26:30.000Z","2018","2020-07-15T22:09:22.000Z","cern.zenodo","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.5281/zenodo.2525464","Zenodo",NA,2018,NA,"COMP","misc","article","SoftwareSourceCode",NA,"Software",NA,"https://zenodo.org/record/2525464",NA,0,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,1,0,0,0,1,0,"2018-12-24T04:26:30.000Z","2018-12-24T04:26:31.000Z","2018","2020-07-15T22:09:22.000Z","cern.zenodo","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.5281/zenodo.2525470","Zenodo",NA,2018,NA,"COMP","misc","article","SoftwareSourceCode",NA,"Software",NA,"https://zenodo.org/record/2525470",NA,0,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,1,0,0,0,0,1,"2018-12-24T04:27:33.000Z","2018-12-24T04:27:34.000Z","2018","2020-07-15T22:09:23.000Z","cern.zenodo","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.5281/zenodo.2525469","Zenodo",NA,2018,NA,"COMP","misc","article","SoftwareSourceCode",NA,"Software",NA,"https://zenodo.org/record/2525469",NA,0,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,1,0,0,0,1,0,"2018-12-24T04:27:35.000Z","2018-12-24T04:27:36.000Z","2018","2020-07-15T22:09:22.000Z","cern.zenodo","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.5281/zenodo.2525472","Zenodo",NA,2018,NA,"COMP","misc","article","SoftwareSourceCode",NA,"Software",NA,"https://zenodo.org/record/2525472",NA,0,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,1,0,0,0,0,1,"2018-12-24T04:28:33.000Z","2018-12-24T04:28:34.000Z","2018","2020-07-15T22:09:22.000Z","cern.zenodo","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.5281/zenodo.2525471","Zenodo",NA,2018,NA,"COMP","misc","article","SoftwareSourceCode",NA,"Software",NA,"https://zenodo.org/record/2525471",NA,0,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,1,0,0,0,1,0,"2018-12-24T04:28:34.000Z","2018-12-24T04:28:35.000Z","2018","2020-07-15T22:09:22.000Z","cern.zenodo","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.5281/zenodo.2527838","Zenodo",NA,2018,NA,"COMP","misc","article","SoftwareSourceCode",NA,"Software","v1.0","https://zenodo.org/record/2527838",NA,2,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,1,0,0,0,0,1,"2018-12-27T21:04:58.000Z","2018-12-27T21:04:59.000Z","2018","2020-07-15T22:16:19.000Z","cern.zenodo","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.5281/zenodo.2527837","Zenodo",NA,2018,NA,"COMP","misc","article","SoftwareSourceCode",NA,"Software","v1.0","https://zenodo.org/record/2527837",NA,2,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,1,0,0,0,1,0,"2018-12-27T21:04:59.000Z","2018-12-27T21:05:01.000Z","2018","2020-07-15T22:16:19.000Z","cern.zenodo","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.17613/azzf-k706","Humanities Commons",NA,2013,"en","CHAP","inbook","chapter","Chapter","Book chapter","Text",NA,"https://hcommons.org/deposits/item/hc:22181/",NA,0,NA,"ez",TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2018-12-31T20:45:47Z","2018-12-31T20:45:49Z",NA,"2021-01-13T15:05:18Z","msu.core","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.5281/zenodo.2529718","Zenodo",NA,2019,NA,"COMP","misc","article","SoftwareSourceCode",NA,"Software","v1.6.0","https://zenodo.org/record/2529718",NA,0,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,2,0,1,0,0,0,0,1,"2019-01-01T11:40:16.000Z","2019-01-01T11:40:17.000Z","2019","2020-07-15T22:22:23.000Z","cern.zenodo","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.5281/zenodo.2530374","Zenodo",NA,2019,NA,"COMP","misc","article","SoftwareSourceCode",NA,"Software","v1.0.0","https://zenodo.org/record/2530374",NA,3,NA,"mds",TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2019-01-03T00:00:22.000Z","2019-01-03T00:00:23.000Z","2019","2020-07-15T22:24:44.000Z","cern.zenodo","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.25585/1487696","DOE Joint Genome Institute",NA,2010,"en","DATA","misc","dataset","Dataset","Genome/Genetics Data","Dataset",NA,"https://www.osti.gov/servlets/purl/1487696/",NA,0,NA,"mds",TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2019-01-03T04:16:23.000Z","2019-01-03T04:16:24.000Z","2010","2020-07-15T22:25:39.000Z","doe.lbnl","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.25585/1487757","DOE Joint Genome Institute",NA,2013,"en","DATA","misc","dataset","Dataset","Genome/Genetics Data","Dataset",NA,"https://www.osti.gov/servlets/purl/1487757/",NA,0,NA,"mds",TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2019-01-03T04:28:49.000Z","2019-01-03T04:28:50.000Z","2013","2020-07-15T22:25:40.000Z","doe.lbnl","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.25585/1487932","DOE Joint Genome Institute",NA,2011,"en","DATA","misc","dataset","Dataset","Genome/Genetics Data","Dataset",NA,"https://www.osti.gov/servlets/purl/1487932/",NA,0,NA,"mds",TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2019-01-03T05:04:08.000Z","2019-01-03T05:04:10.000Z","2011","2020-07-15T22:25:43.000Z","doe.lbnl","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.25585/1488194","DOE Joint Genome Institute",NA,2017,"en","DATA","misc","dataset","Dataset","Genome/Genetics Data","Dataset",NA,"https://www.osti.gov/servlets/purl/1488194/",NA,0,NA,"mds",TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2019-01-03T05:57:37.000Z","2019-01-03T05:57:38.000Z","2017","2020-07-15T22:25:46.000Z","doe.lbnl","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.25585/1488199","DOE Joint Genome Institute",NA,2017,"en","DATA","misc","dataset","Dataset","Genome/Genetics Data","Dataset",NA,"https://www.osti.gov/servlets/purl/1488199/",NA,0,NA,"mds",TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2019-01-03T05:58:38.000Z","2019-01-03T05:58:40.000Z","2017","2020-07-15T22:25:47.000Z","doe.lbnl","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.25345/c5d31n","MassIVE",NA,2019,"en","DATA","misc","dataset","Dataset","Mass Spectrometry","Dataset",NA,"https://massive.ucsd.edu/ProteoSAFe/dataset.jsp?accession=MSV000083293",NA,0,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2019-01-03T16:42:23.000Z","2019-01-03T16:42:24.000Z","2019","2020-07-15T22:27:17.000Z","cdl.ucsd","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.5281/zenodo.2530899","Zenodo",NA,2018,NA,"DATA","misc","dataset","Dataset",NA,"Dataset",NA,"https://zenodo.org/record/2530899",NA,0,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,0,0,0,0,0,1,"2019-01-04T20:35:23.000Z","2019-01-04T20:35:24.000Z","2018","2020-07-15T22:35:25.000Z","cern.zenodo","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.5061/dryad.9sv4765","Dryad",NA,2019,"en","DATA","misc","dataset","Dataset","dataset","Dataset","1","http://datadryad.org/stash/dataset/doi:10.5061/dryad.9sv4765",NA,5,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,373,52,1,1,11,0,0,0,"2019-01-07T16:13:11Z","2019-01-07T16:13:12Z",NA,"2021-11-05T16:35:23Z","dryad.dryad","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.5061/dryad.v5f76v4","Dryad",NA,2019,"en","DATA","misc","dataset","Dataset","dataset","Dataset","1","http://datadryad.org/stash/dataset/doi:10.5061/dryad.v5f76v4",NA,9,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,64,7,1,1,7,0,0,0,"2019-01-07T18:44:04Z","2019-01-07T18:44:04Z",NA,"2021-11-06T14:44:03Z","dryad.dryad","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.7910/dvn/x7nksl","Harvard Dataverse",NA,2019,NA,"DATA","misc","dataset","Dataset",NA,"Dataset",NA,"https://dataverse.harvard.edu/citation?persistentId=doi:10.7910/DVN/X7NKSL",NA,0,"http://datacite.org/schema/kernel-3","mds",TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2019-01-08T15:37:28.000Z","2019-01-08T15:37:29.000Z","2019","2020-07-15T22:43:01.000Z","gdcc.harvard-dv","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.5281/zenodo.2535724","Zenodo",NA,2019,NA,"COMP","misc","article","SoftwareSourceCode",NA,"Software","v2","https://zenodo.org/record/2535724",NA,0,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,1,0,1,0,0,0,0,1,"2019-01-08T19:52:29.000Z","2019-01-08T19:52:29.000Z","2019","2020-07-15T22:43:54.000Z","cern.zenodo","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.5281/zenodo.2535844","Zenodo",NA,2019,NA,"COMP","misc","article","SoftwareSourceCode",NA,"Software","v1.0.0","https://zenodo.org/record/2535844",NA,1,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,6,0,0,0,0,0,0,0,"2019-01-08T23:08:49.000Z","2019-01-08T23:08:50.000Z","2019","2020-07-17T20:24:39.000Z","cern.zenodo","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.5281/zenodo.2535843","Zenodo",NA,2019,NA,"COMP","misc","article","SoftwareSourceCode",NA,"Software","v1.0.0","https://zenodo.org/record/2535843",NA,1,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2019-01-08T23:08:50.000Z","2019-01-08T23:08:51.000Z","2019","2020-07-17T20:24:39.000Z","cern.zenodo","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.5281/zenodo.2465689","Zenodo",NA,2019,NA,"DATA","misc","dataset","Dataset",NA,"Dataset","1.0.1","https://zenodo.org/record/2465689",NA,5,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,14,0,0,0,0,1,0,1,"2019-01-09T22:45:02.000Z","2019-01-09T22:45:03.000Z","2019","2020-07-17T20:33:50.000Z","cern.zenodo","clients","DataRepository",NA,NA,NA,"https://zenodo.org/communities/bibliometrics","URL",NA,NA
"10.5281/zenodo.2465688","Zenodo",NA,2019,NA,"DATA","misc","dataset","Dataset",NA,"Dataset","1.1.0","https://zenodo.org/record/2465688",NA,6,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,0,12,0,1,2,0,"2019-01-09T22:45:03.000Z","2019-01-09T22:45:04.000Z","2019","2020-07-17T20:33:50.000Z","cern.zenodo","clients","DataRepository",NA,NA,NA,"https://zenodo.org/communities/bibliometrics","URL",NA,NA
"10.5281/zenodo.2529923","Zenodo",NA,2019,NA,"DATA","misc","dataset","Dataset",NA,"Dataset","2019-01-09","https://zenodo.org/record/2529923",NA,2,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,1,1,0,1,0,1,"2019-01-10T01:53:43.000Z","2019-01-10T01:53:43.000Z","2019","2020-07-17T20:34:34.000Z","cern.zenodo","clients","DataRepository",NA,NA,NA,"https://zenodo.org/communities/bibliometrics","URL",NA,NA
"10.5281/zenodo.2529922","Zenodo",NA,2021,NA,"DATA","misc","dataset","Dataset",NA,"Dataset","2021-05-04","https://zenodo.org/record/2529922",NA,29,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,1,1,0,1,21,0,"2019-01-10T01:53:44Z","2019-01-10T01:53:45Z",NA,"2021-05-05T02:56:50Z","cern.zenodo","clients","DataRepository",NA,NA,NA,"https://zenodo.org/communities/bibliometrics","URL",NA,NA
"10.5061/dryad.rg5s170","Dryad",NA,2019,"en","DATA","misc","dataset","Dataset","dataset","Dataset","1","http://datadryad.org/stash/dataset/doi:10.5061/dryad.rg5s170",NA,6,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,122,23,1,1,1,0,0,0,"2019-01-11T06:10:52Z","2019-01-11T06:10:53Z",NA,"2021-11-06T14:48:08Z","dryad.dryad","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.5061/dryad.7v87nf5","Dryad",NA,2019,"en","DATA","misc","dataset","Dataset","dataset","Dataset","1","http://datadryad.org/stash/dataset/doi:10.5061/dryad.7v87nf5",NA,8,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,200,42,1,1,1,0,0,0,"2019-01-11T20:36:40Z","2019-01-11T20:36:41Z",NA,"2021-11-06T14:49:19Z","dryad.dryad","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.5281/zenodo.2544998","Zenodo",NA,2019,NA,"DATA","misc","dataset","Dataset",NA,"Dataset","2019-01-20","https://zenodo.org/record/2544998",NA,0,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,1,1,0,1,0,1,"2019-01-21T02:59:05.000Z","2019-01-21T02:59:07.000Z","2019","2020-07-17T21:58:53.000Z","cern.zenodo","clients","DataRepository",NA,NA,NA,"https://zenodo.org/communities/bibliometrics","URL",NA,NA
"10.5061/dryad.7h8f15s","Dryad",NA,2019,"en","DATA","misc","dataset","Dataset","dataset","Dataset","1","http://datadryad.org/stash/dataset/doi:10.5061/dryad.7h8f15s",NA,12,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,106,28,1,1,1,0,0,0,"2019-01-23T14:26:21Z","2019-01-23T14:26:21Z",NA,"2021-11-06T14:56:03Z","dryad.dryad","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.5061/dryad.30h50r7","Dryad",NA,2019,"en","DATA","misc","dataset","Dataset","dataset","Dataset","1","http://datadryad.org/stash/dataset/doi:10.5061/dryad.30h50r7",NA,8,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,228,77,1,1,1,0,0,0,"2019-01-23T19:19:35Z","2019-01-23T19:19:36Z",NA,"2021-11-06T14:57:04Z","dryad.dryad","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.5281/zenodo.2549859","Zenodo",NA,2019,NA,"COMP","misc","article","SoftwareSourceCode",NA,"Software","v1.5.1","https://zenodo.org/record/2549859",NA,0,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,1,0,0,0,0,1,"2019-01-26T04:59:29.000Z","2019-01-26T04:59:30.000Z","2019","2020-07-17T22:53:09.000Z","cern.zenodo","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.5061/dryad.8qq1607","Dryad",NA,2019,"en","DATA","misc","dataset","Dataset","dataset","Dataset","1","http://datadryad.org/stash/dataset/doi:10.5061/dryad.8qq1607",NA,7,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,66,14,1,1,1,0,0,0,"2019-01-28T16:57:47Z","2019-01-28T16:57:48Z",NA,"2021-11-06T15:00:14Z","dryad.dryad","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.5061/dryad.5072425","Dryad",NA,2019,"en","DATA","misc","dataset","Dataset","dataset","Dataset","1","http://datadryad.org/stash/dataset/doi:10.5061/dryad.5072425",NA,7,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,58,6,1,1,3,0,0,0,"2019-01-31T18:35:04Z","2019-01-31T18:35:05Z",NA,"2021-11-06T15:03:13Z","dryad.dryad","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.5061/dryad.n0m260p","Dryad",NA,2019,"en","DATA","misc","dataset","Dataset","dataset","Dataset","1","http://datadryad.org/stash/dataset/doi:10.5061/dryad.n0m260p",NA,6,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,197,57,1,1,2,0,0,0,"2019-02-05T19:42:34Z","2019-02-05T19:42:35Z",NA,"2021-11-06T10:37:11Z","dryad.dryad","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.5281/zenodo.2560743","Zenodo",NA,2020,NA,"COMP","misc","article","SoftwareSourceCode",NA,"Software","v1.3","https://zenodo.org/record/2560743",NA,6,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,1,0,0,0,3,0,"2019-02-08T19:39:25.000Z","2019-02-08T19:39:25.000Z","2020","2020-08-24T17:11:35.000Z","cern.zenodo","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.7910/dvn/tbh3yk","Harvard Dataverse",NA,2010,NA,"DATA","misc","dataset","Dataset",NA,"Dataset",NA,"https://dataverse.harvard.edu/citation?persistentId=doi:10.7910/DVN/TBH3YK",NA,0,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2019-02-12T18:53:32.000Z","2019-02-12T18:53:33.000Z","2010","2020-07-29T04:47:47.000Z","gdcc.harvard-dv","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.7910/dvn/uspdwt","Harvard Dataverse",NA,2010,NA,"DATA","misc","dataset","Dataset",NA,"Dataset",NA,"https://dataverse.harvard.edu/citation?persistentId=doi:10.7910/DVN/USPDWT",NA,1,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2019-02-13T02:04:30.000Z","2019-02-13T02:04:30.000Z","2010","2020-10-10T16:17:10.000Z","gdcc.harvard-dv","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.7910/dvn/h6cuhy","Harvard Dataverse",NA,2013,NA,"DATA","misc","dataset","Dataset",NA,"Dataset",NA,"https://dataverse.harvard.edu/citation?persistentId=doi:10.7910/DVN/H6CUHY",NA,0,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,0,0,7,0,0,0,"2019-02-13T02:06:54.000Z","2019-02-13T02:06:55.000Z","2013","2020-07-29T04:49:14.000Z","gdcc.harvard-dv","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.7910/dvn/dmidy8","Harvard Dataverse",NA,2013,NA,"DATA","misc","dataset","Dataset",NA,"Dataset",NA,"https://dataverse.harvard.edu/citation?persistentId=doi:10.7910/DVN/DMIDY8",NA,0,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2019-02-13T02:08:47.000Z","2019-02-13T02:08:47.000Z","2013","2020-07-29T04:49:15.000Z","gdcc.harvard-dv","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.5281/zenodo.2563420","Zenodo",NA,2019,NA,"DATA","misc","dataset","Dataset",NA,"Dataset","2019-02-12","https://zenodo.org/record/2563420",NA,0,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,1,1,0,1,0,1,"2019-02-13T02:34:56.000Z","2019-02-13T02:34:57.000Z","2019","2020-07-29T04:49:36.000Z","cern.zenodo","clients","DataRepository",NA,NA,NA,"https://zenodo.org/communities/bibliometrics","URL",NA,NA
