"institution","id","type","DOI","identifiers","creators","titles","publisher","container_type","container_title","container_volume","container_firstPage","container_identifier","container_identifierType","container_lastPage","publicationYear","subjects","contributors","dates","language","ris","bibtex","citeproc","schemaOrg","resourceType","resourceTypeGeneral","relatedIdentifiers","sizes","formats","version","rightsList","descriptions","geoLocations","fundingReferences","URL","contentUrl","metadataVersion","schemaVersion","source","isActive","state","reason","viewCount","downloadCount","referenceCount","citationCount","partCount","partOfCount","versionCount","versionOfCount","created","registered","published","updated","data_id","data_type","container_issue","group","member","reference-count","title","created.date-parts2","created.date-parts3","created.date-time","created.timestamp","name","doi","url","container.title","publisher_plus"
"Virginia Tech","10.6084/m9.figshare.20222606","dois","10.6084/m9.figshare.20222606",<list>,<list>,<list>,"figshare",NA,NA,NA,NA,NA,NA,NA,"2022",<list>,<list>,<list>,NA,"DATA","misc","dataset","Dataset","Dataset","Dataset",<list>,<list>,<list>,NA,<list>,<list>,<list>,<list>,"https://springernature.figshare.com/articles/dataset/Additional_file_2_of_APEX1_regulates_alternative_splicing_of_key_tumorigenesis_genes_in_non-small-cell_lung_cancer/20222606",<list>,0,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2022-07-04T09:26:39Z","2022-07-04T09:26:40Z",NA,"2022-07-04T09:26:53Z","figshare.ars","clients",NA,"Affiliation - Datacite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Virginia Tech","10.6084/m9.figshare.20222606.v1","dois","10.6084/m9.figshare.20222606.v1",<list>,<list>,<list>,"figshare",NA,NA,NA,NA,NA,NA,NA,"2022",<list>,<list>,<list>,NA,"DATA","misc","dataset","Dataset","Dataset","Dataset",<list>,<list>,<list>,NA,<list>,<list>,<list>,<list>,"https://springernature.figshare.com/articles/dataset/Additional_file_2_of_APEX1_regulates_alternative_splicing_of_key_tumorigenesis_genes_in_non-small-cell_lung_cancer/20222606/1",<list>,0,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2022-07-04T09:26:40Z","2022-07-04T09:26:41Z",NA,"2022-07-04T09:26:52Z","figshare.ars","clients",NA,"Affiliation - Datacite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Virginia Tech","10.6084/m9.figshare.20222609","dois","10.6084/m9.figshare.20222609",<list>,<list>,<list>,"figshare",NA,NA,NA,NA,NA,NA,NA,"2022",<list>,<list>,<list>,NA,"DATA","misc","dataset","Dataset","Dataset","Dataset",<list>,<list>,<list>,NA,<list>,<list>,<list>,<list>,"https://springernature.figshare.com/articles/dataset/Additional_file_3_of_APEX1_regulates_alternative_splicing_of_key_tumorigenesis_genes_in_non-small-cell_lung_cancer/20222609",<list>,0,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2022-07-04T09:26:40Z","2022-07-04T09:26:41Z",NA,"2022-07-04T09:26:53Z","figshare.ars","clients",NA,"Affiliation - Datacite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Virginia Tech","10.6084/m9.figshare.20222609.v1","dois","10.6084/m9.figshare.20222609.v1",<list>,<list>,<list>,"figshare",NA,NA,NA,NA,NA,NA,NA,"2022",<list>,<list>,<list>,NA,"DATA","misc","dataset","Dataset","Dataset","Dataset",<list>,<list>,<list>,NA,<list>,<list>,<list>,<list>,"https://springernature.figshare.com/articles/dataset/Additional_file_3_of_APEX1_regulates_alternative_splicing_of_key_tumorigenesis_genes_in_non-small-cell_lung_cancer/20222609/1",<list>,0,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2022-07-04T09:26:41Z","2022-07-04T09:26:42Z",NA,"2022-07-04T09:26:54Z","figshare.ars","clients",NA,"Affiliation - Datacite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Virginia Tech","10.6084/m9.figshare.20222612","dois","10.6084/m9.figshare.20222612",<list>,<list>,<list>,"figshare",NA,NA,NA,NA,NA,NA,NA,"2022",<list>,<list>,<list>,NA,"DATA","misc","dataset","Dataset","Dataset","Dataset",<list>,<list>,<list>,NA,<list>,<list>,<list>,<list>,"https://springernature.figshare.com/articles/dataset/Additional_file_4_of_APEX1_regulates_alternative_splicing_of_key_tumorigenesis_genes_in_non-small-cell_lung_cancer/20222612",<list>,0,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2022-07-04T09:26:42Z","2022-07-04T09:26:43Z",NA,"2022-07-04T09:26:54Z","figshare.ars","clients",NA,"Affiliation - Datacite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Virginia Tech","10.6084/m9.figshare.20222612.v1","dois","10.6084/m9.figshare.20222612.v1",<list>,<list>,<list>,"figshare",NA,NA,NA,NA,NA,NA,NA,"2022",<list>,<list>,<list>,NA,"DATA","misc","dataset","Dataset","Dataset","Dataset",<list>,<list>,<list>,NA,<list>,<list>,<list>,<list>,"https://springernature.figshare.com/articles/dataset/Additional_file_4_of_APEX1_regulates_alternative_splicing_of_key_tumorigenesis_genes_in_non-small-cell_lung_cancer/20222612/1",<list>,0,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2022-07-04T09:26:43Z","2022-07-04T09:26:44Z",NA,"2022-07-04T09:26:54Z","figshare.ars","clients",NA,"Affiliation - Datacite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Virginia Tech","10.6084/m9.figshare.20222618","dois","10.6084/m9.figshare.20222618",<list>,<list>,<list>,"figshare",NA,NA,NA,NA,NA,NA,NA,"2022",<list>,<list>,<list>,NA,"DATA","misc","dataset","Dataset","Dataset","Dataset",<list>,<list>,<list>,NA,<list>,<list>,<list>,<list>,"https://springernature.figshare.com/articles/dataset/Additional_file_5_of_APEX1_regulates_alternative_splicing_of_key_tumorigenesis_genes_in_non-small-cell_lung_cancer/20222618",<list>,0,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2022-07-04T09:26:45Z","2022-07-04T09:26:46Z",NA,"2022-07-04T09:26:55Z","figshare.ars","clients",NA,"Affiliation - Datacite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Virginia Tech","10.6084/m9.figshare.20222618.v1","dois","10.6084/m9.figshare.20222618.v1",<list>,<list>,<list>,"figshare",NA,NA,NA,NA,NA,NA,NA,"2022",<list>,<list>,<list>,NA,"DATA","misc","dataset","Dataset","Dataset","Dataset",<list>,<list>,<list>,NA,<list>,<list>,<list>,<list>,"https://springernature.figshare.com/articles/dataset/Additional_file_5_of_APEX1_regulates_alternative_splicing_of_key_tumorigenesis_genes_in_non-small-cell_lung_cancer/20222618/1",<list>,0,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2022-07-04T09:26:45Z","2022-07-04T09:26:46Z",NA,"2022-07-04T09:26:56Z","figshare.ars","clients",NA,"Affiliation - Datacite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Virginia Tech","10.6084/m9.figshare.20222621","dois","10.6084/m9.figshare.20222621",<list>,<list>,<list>,"figshare",NA,NA,NA,NA,NA,NA,NA,"2022",<list>,<list>,<list>,NA,"DATA","misc","dataset","Dataset","Dataset","Dataset",<list>,<list>,<list>,NA,<list>,<list>,<list>,<list>,"https://springernature.figshare.com/articles/dataset/Additional_file_6_of_APEX1_regulates_alternative_splicing_of_key_tumorigenesis_genes_in_non-small-cell_lung_cancer/20222621",<list>,0,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2022-07-04T09:26:47Z","2022-07-04T09:26:48Z",NA,"2022-07-04T09:26:55Z","figshare.ars","clients",NA,"Affiliation - Datacite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Virginia Tech","10.6084/m9.figshare.20222624","dois","10.6084/m9.figshare.20222624",<list>,<list>,<list>,"figshare",NA,NA,NA,NA,NA,NA,NA,"2022",<list>,<list>,<list>,NA,"DATA","misc","dataset","Dataset","Dataset","Dataset",<list>,<list>,<list>,NA,<list>,<list>,<list>,<list>,"https://springernature.figshare.com/articles/dataset/Additional_file_7_of_APEX1_regulates_alternative_splicing_of_key_tumorigenesis_genes_in_non-small-cell_lung_cancer/20222624",<list>,0,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2022-07-04T09:26:47Z","2022-07-04T09:26:49Z",NA,"2022-07-04T09:26:56Z","figshare.ars","clients",NA,"Affiliation - Datacite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Virginia Tech","10.6084/m9.figshare.20222621.v1","dois","10.6084/m9.figshare.20222621.v1",<list>,<list>,<list>,"figshare",NA,NA,NA,NA,NA,NA,NA,"2022",<list>,<list>,<list>,NA,"DATA","misc","dataset","Dataset","Dataset","Dataset",<list>,<list>,<list>,NA,<list>,<list>,<list>,<list>,"https://springernature.figshare.com/articles/dataset/Additional_file_6_of_APEX1_regulates_alternative_splicing_of_key_tumorigenesis_genes_in_non-small-cell_lung_cancer/20222621/1",<list>,0,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2022-07-04T09:26:48Z","2022-07-04T09:26:48Z",NA,"2022-07-04T09:26:56Z","figshare.ars","clients",NA,"Affiliation - Datacite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Virginia Tech","10.6084/m9.figshare.20222624.v1","dois","10.6084/m9.figshare.20222624.v1",<list>,<list>,<list>,"figshare",NA,NA,NA,NA,NA,NA,NA,"2022",<list>,<list>,<list>,NA,"DATA","misc","dataset","Dataset","Dataset","Dataset",<list>,<list>,<list>,NA,<list>,<list>,<list>,<list>,"https://springernature.figshare.com/articles/dataset/Additional_file_7_of_APEX1_regulates_alternative_splicing_of_key_tumorigenesis_genes_in_non-small-cell_lung_cancer/20222624/1",<list>,0,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2022-07-04T09:26:48Z","2022-07-04T09:26:49Z",NA,"2022-07-04T09:26:56Z","figshare.ars","clients",NA,"Affiliation - Datacite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Virginia Tech","10.6084/m9.figshare.20222627","dois","10.6084/m9.figshare.20222627",<list>,<list>,<list>,"figshare",NA,NA,NA,NA,NA,NA,NA,"2022",<list>,<list>,<list>,NA,"FIGURE","misc","graphic","ImageObject","Figure","Image",<list>,<list>,<list>,NA,<list>,<list>,<list>,<list>,"https://springernature.figshare.com/articles/figure/Additional_file_8_of_APEX1_regulates_alternative_splicing_of_key_tumorigenesis_genes_in_non-small-cell_lung_cancer/20222627",<list>,0,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2022-07-04T09:26:48Z","2022-07-04T09:26:49Z",NA,"2022-07-04T09:26:57Z","figshare.ars","clients",NA,"Affiliation - Datacite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Virginia Tech","10.6084/m9.figshare.20222627.v1","dois","10.6084/m9.figshare.20222627.v1",<list>,<list>,<list>,"figshare",NA,NA,NA,NA,NA,NA,NA,"2022",<list>,<list>,<list>,NA,"FIGURE","misc","graphic","ImageObject","Figure","Image",<list>,<list>,<list>,NA,<list>,<list>,<list>,<list>,"https://springernature.figshare.com/articles/figure/Additional_file_8_of_APEX1_regulates_alternative_splicing_of_key_tumorigenesis_genes_in_non-small-cell_lung_cancer/20222627/1",<list>,0,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2022-07-04T09:26:48Z","2022-07-04T09:26:49Z",NA,"2022-07-04T09:26:57Z","figshare.ars","clients",NA,"Affiliation - Datacite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Virginia Tech","10.6084/m9.figshare.20222630","dois","10.6084/m9.figshare.20222630",<list>,<list>,<list>,"figshare",NA,NA,NA,NA,NA,NA,NA,"2022",<list>,<list>,<list>,NA,"FIGURE","misc","graphic","ImageObject","Figure","Image",<list>,<list>,<list>,NA,<list>,<list>,<list>,<list>,"https://springernature.figshare.com/articles/figure/Additional_file_9_of_APEX1_regulates_alternative_splicing_of_key_tumorigenesis_genes_in_non-small-cell_lung_cancer/20222630",<list>,0,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2022-07-04T09:26:49Z","2022-07-04T09:26:50Z",NA,"2022-07-04T09:26:58Z","figshare.ars","clients",NA,"Affiliation - Datacite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Virginia Tech","10.6084/m9.figshare.20222630.v1","dois","10.6084/m9.figshare.20222630.v1",<list>,<list>,<list>,"figshare",NA,NA,NA,NA,NA,NA,NA,"2022",<list>,<list>,<list>,NA,"FIGURE","misc","graphic","ImageObject","Figure","Image",<list>,<list>,<list>,NA,<list>,<list>,<list>,<list>,"https://springernature.figshare.com/articles/figure/Additional_file_9_of_APEX1_regulates_alternative_splicing_of_key_tumorigenesis_genes_in_non-small-cell_lung_cancer/20222630/1",<list>,0,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2022-07-04T09:26:50Z","2022-07-04T09:26:51Z",NA,"2022-07-04T09:26:57Z","figshare.ars","clients",NA,"Affiliation - Datacite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Virginia Tech","10.6084/m9.figshare.c.6079186","dois","10.6084/m9.figshare.c.6079186",<list>,<list>,<list>,"figshare",NA,NA,NA,NA,NA,NA,NA,"2022",<list>,<list>,<list>,NA,"GEN","misc","article","Collection","Collection","Collection",<list>,<list>,<list>,NA,<list>,<list>,<list>,<list>,"https://springernature.figshare.com/collections/LncRNA_NDRG1_aggravates_osteosarcoma_progression_and_regulates_the_PI3K_AKT_pathway_by_sponging_miR-96-5p/6079186",<list>,1,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2022-07-05T08:37:17Z","2022-07-05T08:37:18Z",NA,"2022-07-05T08:37:20Z","figshare.ars","clients",NA,"Affiliation - Datacite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Virginia Tech","10.6084/m9.figshare.c.6079186.v1","dois","10.6084/m9.figshare.c.6079186.v1",<list>,<list>,<list>,"figshare",NA,NA,NA,NA,NA,NA,NA,"2022",<list>,<list>,<list>,NA,"GEN","misc","article","Collection","Collection","Collection",<list>,<list>,<list>,NA,<list>,<list>,<list>,<list>,"https://springernature.figshare.com/collections/LncRNA_NDRG1_aggravates_osteosarcoma_progression_and_regulates_the_PI3K_AKT_pathway_by_sponging_miR-96-5p/6079186/1",<list>,1,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2022-07-05T08:37:18Z","2022-07-05T08:37:20Z",NA,"2022-07-05T08:37:21Z","figshare.ars","clients",NA,"Affiliation - Datacite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Virginia Tech","10.6084/m9.figshare.20226925","dois","10.6084/m9.figshare.20226925",<list>,<list>,<list>,"figshare",NA,NA,NA,NA,NA,NA,NA,"2022",<list>,<list>,<list>,NA,"RPRT","article","article-journal","ScholarlyArticle","Journal contribution","Text",<list>,<list>,<list>,NA,<list>,<list>,<list>,<list>,"https://springernature.figshare.com/articles/journal_contribution/Additional_file_1_of_LncRNA_NDRG1_aggravates_osteosarcoma_progression_and_regulates_the_PI3K_AKT_pathway_by_sponging_miR-96-5p/20226925",<list>,2,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2022-07-05T08:38:22Z","2022-07-05T08:38:22Z",NA,"2022-07-05T08:38:32Z","figshare.ars","clients",NA,"Affiliation - Datacite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Virginia Tech","10.6084/m9.figshare.20226925.v1","dois","10.6084/m9.figshare.20226925.v1",<list>,<list>,<list>,"figshare",NA,NA,NA,NA,NA,NA,NA,"2022",<list>,<list>,<list>,NA,"RPRT","article","article-journal","ScholarlyArticle","Journal contribution","Text",<list>,<list>,<list>,NA,<list>,<list>,<list>,<list>,"https://springernature.figshare.com/articles/journal_contribution/Additional_file_1_of_LncRNA_NDRG1_aggravates_osteosarcoma_progression_and_regulates_the_PI3K_AKT_pathway_by_sponging_miR-96-5p/20226925/1",<list>,2,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2022-07-05T08:38:22Z","2022-07-05T08:38:24Z",NA,"2022-07-05T08:38:32Z","figshare.ars","clients",NA,"Affiliation - Datacite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Virginia Tech","10.6084/m9.figshare.20226931","dois","10.6084/m9.figshare.20226931",<list>,<list>,<list>,"figshare",NA,NA,NA,NA,NA,NA,NA,"2022",<list>,<list>,<list>,NA,"FIGURE","misc","graphic","ImageObject","Figure","Image",<list>,<list>,<list>,NA,<list>,<list>,<list>,<list>,"https://springernature.figshare.com/articles/figure/Additional_file_2_of_LncRNA_NDRG1_aggravates_osteosarcoma_progression_and_regulates_the_PI3K_AKT_pathway_by_sponging_miR-96-5p/20226931",<list>,2,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2022-07-05T08:38:24Z","2022-07-05T08:38:25Z",NA,"2022-07-05T08:38:32Z","figshare.ars","clients",NA,"Affiliation - Datacite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Virginia Tech","10.6084/m9.figshare.20226931.v1","dois","10.6084/m9.figshare.20226931.v1",<list>,<list>,<list>,"figshare",NA,NA,NA,NA,NA,NA,NA,"2022",<list>,<list>,<list>,NA,"FIGURE","misc","graphic","ImageObject","Figure","Image",<list>,<list>,<list>,NA,<list>,<list>,<list>,<list>,"https://springernature.figshare.com/articles/figure/Additional_file_2_of_LncRNA_NDRG1_aggravates_osteosarcoma_progression_and_regulates_the_PI3K_AKT_pathway_by_sponging_miR-96-5p/20226931/1",<list>,2,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2022-07-05T08:38:26Z","2022-07-05T08:38:27Z",NA,"2022-07-05T08:38:32Z","figshare.ars","clients",NA,"Affiliation - Datacite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Virginia Tech","10.6084/m9.figshare.20226934.v1","dois","10.6084/m9.figshare.20226934.v1",<list>,<list>,<list>,"figshare",NA,NA,NA,NA,NA,NA,NA,"2022",<list>,<list>,<list>,NA,"FIGURE","misc","graphic","ImageObject","Figure","Image",<list>,<list>,<list>,NA,<list>,<list>,<list>,<list>,"https://springernature.figshare.com/articles/figure/Additional_file_3_of_LncRNA_NDRG1_aggravates_osteosarcoma_progression_and_regulates_the_PI3K_AKT_pathway_by_sponging_miR-96-5p/20226934/1",<list>,2,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2022-07-05T08:38:27Z","2022-07-05T08:38:29Z",NA,"2022-07-05T08:38:33Z","figshare.ars","clients",NA,"Affiliation - Datacite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Virginia Tech","10.6084/m9.figshare.20226934","dois","10.6084/m9.figshare.20226934",<list>,<list>,<list>,"figshare",NA,NA,NA,NA,NA,NA,NA,"2022",<list>,<list>,<list>,NA,"FIGURE","misc","graphic","ImageObject","Figure","Image",<list>,<list>,<list>,NA,<list>,<list>,<list>,<list>,"https://springernature.figshare.com/articles/figure/Additional_file_3_of_LncRNA_NDRG1_aggravates_osteosarcoma_progression_and_regulates_the_PI3K_AKT_pathway_by_sponging_miR-96-5p/20226934",<list>,2,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2022-07-05T08:38:28Z","2022-07-05T08:38:29Z",NA,"2022-07-05T08:38:32Z","figshare.ars","clients",NA,"Affiliation - Datacite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Virginia Tech","10.6084/m9.figshare.20226937","dois","10.6084/m9.figshare.20226937",<list>,<list>,<list>,"figshare",NA,NA,NA,NA,NA,NA,NA,"2022",<list>,<list>,<list>,NA,"FIGURE","misc","graphic","ImageObject","Figure","Image",<list>,<list>,<list>,NA,<list>,<list>,<list>,<list>,"https://springernature.figshare.com/articles/figure/Additional_file_4_of_LncRNA_NDRG1_aggravates_osteosarcoma_progression_and_regulates_the_PI3K_AKT_pathway_by_sponging_miR-96-5p/20226937",<list>,2,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2022-07-05T08:38:29Z","2022-07-05T08:38:30Z",NA,"2022-07-05T08:38:33Z","figshare.ars","clients",NA,"Affiliation - Datacite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Virginia Tech","10.6084/m9.figshare.20226937.v1","dois","10.6084/m9.figshare.20226937.v1",<list>,<list>,<list>,"figshare",NA,NA,NA,NA,NA,NA,NA,"2022",<list>,<list>,<list>,NA,"FIGURE","misc","graphic","ImageObject","Figure","Image",<list>,<list>,<list>,NA,<list>,<list>,<list>,<list>,"https://springernature.figshare.com/articles/figure/Additional_file_4_of_LncRNA_NDRG1_aggravates_osteosarcoma_progression_and_regulates_the_PI3K_AKT_pathway_by_sponging_miR-96-5p/20226937/1",<list>,2,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2022-07-05T08:38:30Z","2022-07-05T08:38:31Z",NA,"2022-07-05T08:38:33Z","figshare.ars","clients",NA,"Affiliation - Datacite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Virginia Tech","10.6084/m9.figshare.20006529.v2","dois","10.6084/m9.figshare.20006529.v2",<list>,<list>,<list>,"Taylor & Francis",NA,NA,NA,NA,NA,NA,NA,"2022",<list>,<list>,<list>,NA,"RPRT","article","article-journal","ScholarlyArticle","Journal contribution","Text",<list>,<list>,<list>,NA,<list>,<list>,<list>,<list>,"https://tandf.figshare.com/articles/journal_contribution/An_optimal_transport_approach_for_selecting_a_representative_subsample_with_application_in_efficient_kernel_density_estimation/20006529/2",<list>,1,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2022-07-05T18:40:07Z","2022-07-05T18:40:08Z",NA,"2022-07-05T18:40:09Z","figshare.ars","clients",NA,"Affiliation - Datacite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Virginia Tech","10.7294/20234097","dois","10.7294/20234097",<list>,<list>,<list>,"Institutional Repository",NA,NA,NA,NA,NA,NA,NA,"2022",<list>,<list>,<list>,NA,"DATA","misc","dataset","Dataset","Dataset","Dataset",<list>,<list>,<list>,NA,<list>,<list>,<list>,<list>,"https://data.lib.vt.edu/articles/dataset/Building_a_Culture_of_Reuse_An_Analysis_of_Reusable_Software_and_Policies_for_Institutional_Libraries_-_Web_Survey/20234097",<list>,1,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,2,0,0,0,0,0,"2022-07-05T20:20:33Z","2022-10-11T10:47:08Z",NA,"2022-10-11T10:47:08Z","vt.vtechdata","clients",NA,"Affiliation - Datacite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Virginia Tech","10.7294/20213357","dois","10.7294/20213357",<list>,<list>,<list>,"Institutional Repository",NA,NA,NA,NA,NA,NA,NA,"2022",<list>,<list>,<list>,NA,"DATA","misc","dataset","Dataset","Dataset","Dataset",<list>,<list>,<list>,NA,<list>,<list>,<list>,<list>,"https://data.lib.vt.edu/articles/dataset/Experimental_development_and_model_implementation_of_a_lake_spray_source_function_dataset_/20213357",<list>,1,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,0,1,1,0,0,0,"2022-07-06T10:18:24Z","2022-07-06T10:18:24Z",NA,"2022-09-14T08:55:27Z","vt.vtechdata","clients",NA,"Affiliation - Datacite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Virginia Tech","10.7294/20213357.v1","dois","10.7294/20213357.v1",<list>,<list>,<list>,"Institutional Repository",NA,NA,NA,NA,NA,NA,NA,"2022",<list>,<list>,<list>,NA,"DATA","misc","dataset","Dataset","Dataset","Dataset",<list>,<list>,<list>,NA,<list>,<list>,<list>,<list>,"https://data.lib.vt.edu/articles/dataset/Experimental_development_and_model_implementation_of_a_lake_spray_source_function_dataset_/20213357/1",<list>,1,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2022-07-06T10:18:24Z","2022-07-06T10:18:24Z",NA,"2022-07-06T10:18:25Z","vt.vtechdata","clients",NA,"Affiliation - Datacite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Virginia Tech","10.7294/20161580.v1","dois","10.7294/20161580.v1",<list>,<list>,<list>,"Institutional Repository",NA,NA,NA,NA,NA,NA,NA,"2022",<list>,<list>,<list>,NA,"DATA","misc","dataset","Dataset","Dataset","Dataset",<list>,<list>,<list>,NA,<list>,<list>,<list>,<list>,"https://data.lib.vt.edu/articles/dataset/Disruptive_Role_of_Vertical_Land_Motion_in_Future_Assessments_of_Climate_Change-Driven_Sea_Level_Rise_and_Coastal_Flooding_Hazards_in_the_Chesapeake_Bay_/20161580/1",<list>,1,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2022-07-06T15:50:53Z","2022-07-06T15:50:54Z",NA,"2022-07-06T15:50:55Z","vt.vtechdata","clients",NA,"Affiliation - Datacite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Virginia Tech","10.5281/zenodo.6803070","dois","10.5281/zenodo.6803070",<list>,<list>,<list>,"Zenodo",NA,NA,NA,NA,NA,NA,NA,"2022",<list>,<list>,<list>,NA,"COMP","misc","article","SoftwareSourceCode",NA,"Software",<list>,<list>,<list>,"v1.6.2",<list>,<list>,<list>,<list>,"https://zenodo.org/record/6803070",<list>,1,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,0,1,0,0,2,0,"2022-07-06T15:54:43Z","2022-07-06T15:54:43Z",NA,"2022-08-18T15:14:29Z","cern.zenodo","clients",NA,"Affiliation - Datacite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Virginia Tech","10.6084/m9.figshare.20263764","dois","10.6084/m9.figshare.20263764",<list>,<list>,<list>,"Taylor & Francis",NA,NA,NA,NA,NA,NA,NA,"2022",<list>,<list>,<list>,NA,"DATA","misc","dataset","Dataset","Dataset","Dataset",<list>,<list>,<list>,NA,<list>,<list>,<list>,<list>,"https://tandf.figshare.com/articles/dataset/Repair_mechanism_of_Wuwei_Fuzheng_Yijing_formula_in_di-2-ethylhexyl_phthalate-induced_sperm_DNA_fragmentation_in_mice/20263764",<list>,1,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2022-07-07T19:20:04Z","2022-07-07T19:20:05Z",NA,"2022-07-07T19:20:06Z","figshare.ars","clients",NA,"Affiliation - Datacite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
